name,latitude,longitude,is_similar
oUvkVqDnWziwqkH,12.85951774445022,77.71387691147562,1
uSpRTMsPPxpYrXYN,12.893467960567875,77.46530154187165,1
uSpRTMsPPxpYrXY,12.893056501237504,77.46607831104976,1
jpwlGIswRSROHnHt,13.0413161250691,77.55980602980698,1
jpwlGIswRSROHnH,13.041375542186174,77.55885515583745,1
dqBETBbjtnmCjfyH,12.988600480293544,77.57209660370212,1
dqBETBbjtnmCjfy,12.988729396959902,77.5730175491244,1
nLZxHFpewcAGrx,12.863799004993828,77.6445252884224,1
nLZxHFpbewcAGrx,12.863857839760296,77.64525981346615,1
DoogkGPglaOVapTC,13.041367049616436,77.68444569296669,1
DoogkGPglaOVapT,13.041282667497551,77.68541158942642,1
AfxToToeaPWvZWPw,13.047106620581305,77.60154707312995,1
AfxToToeaPWvZWP,13.047939981112282,77.60200775302715,1
epgERAsQdMmYvlWO,13.071556629798,77.47753799223393,1
epgERAsQdMmYvlW,13.071232120777262,77.47760892661283,1
QGKQMGFUVAUvHwbi,12.956936676183368,77.70543799380077,1
QGKQMGFUVAUvHwb,12.957702860098651,77.70571513564552,1
cNiURThlENYskRGc,12.984760393104564,77.69799223313464,1
cNiURThlENYskRG,12.98379326762034,77.69712205599838,1
DBhEnsjgbbSoIUZY,13.072866889856384,77.46666114456406,1
DBhEnsjgbbSoIUZ,13.072764361338807,77.46578816770143,1
AxKufLnhldOPnv,12.865343457895348,77.52254096479727,1
AxKufWLnhldOPnv,12.86453358805387,77.52222343546472,1
JIisjtNghRsdZr,13.037340469485128,77.556055789032,1
JKIisjtNghRsdZr,13.038002292899373,77.55518970910002,1
wybMltMlRsyUSZUm,12.99332458298431,77.47070937109535,1
wybMltMlRsyUSZU,12.992645532787025,77.47036482863632,1
LrmrIIpDnzxnKEfZ,13.020006910444373,77.63064690871603,1
LrmrIIpDnzxnKEf,13.019958540069586,77.63117946817779,1
joTFJKovMIUVQtvT,13.02408021173729,77.61917823277334,1
joTFJKovMIUVQtv,13.02313642694156,77.6188856392673,1
ArnQxoKYkDZyFatX,13.050048880465722,77.61627522926547,1
ArnQxoKYkDZyFat,13.050933020153586,77.61541489644745,1
CnRfsPRFUuNJhw,12.926325962044828,77.61283746633481,1
CnRfsPRFUuNJhAw,12.925830489138152,77.61288427596799,1
BQpBtdNGIRjYTRUm,12.8561194508244,77.69788928872615,1
BQpBtdNGIRjYTRU,12.856367845397632,77.69812096038447,1
lWndPrbYBwtVjA,12.948789513033107,77.65649654635507,1
lWndPrbYBwtVjAU,12.94874788759558,77.65738603952238,1
EkkrUCSmBLTSTz,12.97266173928224,77.66617967948828,1
EkkrUCSmBLTSTzC,12.97227366105218,77.66638536493184,1
hwqgDBUcZbgmHxzw,12.9838044455549,77.62490628721899,1
hwqgDBUcZbgmHxz,12.98325809316214,77.62456361199615,1
acketlKpXhcGiMcw,13.022900912404197,77.72603844658217,1
acketlKpXhcGiMc,13.023813559447447,77.72701595285761,1
biSfdxNiyizULhFr,13.014058430176547,77.68870919389487,1
biSfdxNiyizULhF,13.014668107435602,77.68940311761234,1
KqNJrejuJqrVjwan,12.881502467901583,77.651931183901,1
KqNJrejuJqrVjwa,12.88202623318066,77.65240043155025,1
kqWIMeaoZrwqGW,12.880450079912151,77.71691688742465,1
kqWIdMeaoZrwqGW,12.880257101540009,77.71619509732918,1
nvdUvfplxjiPYGLK,12.936271323326196,77.55350704824914,1
nvdUvfplxjiPYGL,12.935942067948242,77.55277629852074,1
OqJijwWCfiglkf,12.995647938492295,77.72774753400029,1
OqJijwWCfigslkf,12.996545517087128,77.72680079196536,1
hTEBAWYvcKuAvNuA,13.040510542117008,77.44930125130489,1
hTEBAWYvcKuAvNu,13.040691830321908,77.44958029828143,1
CYuBtPCgDJFWZz,12.871993340685457,77.50966818349103,1
CYuBtPCgDJFWZLz,12.87297277725915,77.5092097432339,1
LOgdSCRsXuMQLJ,12.967836570531569,77.52564738467736,1
LOgNdSCRsXuMQLJ,12.968423492485426,77.5263591647188,1
WEeegLYYvdQftC,12.97894562093194,77.67529067882526,1
WEeeTgLYYvdQftC,12.979512285181071,77.67509941857045,1
YfxWxCKlmeOQrN,12.995737723240692,77.46042724936811,1
YfxWxCKllmeOQrN,12.996578909171006,77.46102703189466,1
ttjpAppqdIOtlgFD,13.00777610347502,77.53102153073158,1
ttjpAppqdIOtlgF,13.008681418475398,77.53104197377067,1
mZYydyyDPPpPzuvQ,13.081970319072475,77.64048600586894,1
mZYydyyDPPpPzuv,13.082611478813291,77.64135173922654,1
InXyxxYvuOtrwxBz,12.959026230876434,77.45580672878855,1
InXyxxYvuOtrwxB,12.959393805006028,77.4551648807429,1
jJVysWnvThEfVN,13.08383291707718,77.7225306781199,1
jEJVysWnvThEfVN,13.084566707224695,77.72250141649225,1
QcmbKHLRVzKopHoz,13.09475997477985,77.54369528765183,1
QcmbKHLRVzKopHo,13.09444933031956,77.5446840225588,1
uOfuqQKCfUvxLHzl,13.028646743711718,77.54081547085381,1
uOfuqQKCfUvxLHz,13.028152795007465,77.5401814132808,1
ZqvgwmPEoXzgQv,12.88636709348197,77.57976962571708,1
ZlqvgwmPEoXzgQv,12.887177567085196,77.58021503223337,1
yLlHSCHUezLTStAe,13.004264576622074,77.56316645808795,1
yLlHSCHUezLTStA,13.004859567971828,77.56383840233818,1
zpVccYFOysOPBb,12.952581272261009,77.59260230889464,1
zpVccYFOcysOPBb,12.95173791816718,77.5924337409394,1
jAuCBcIOebjPtL,13.068043114409562,77.58078352093078,1
jAuCBcIOJebjPtL,13.068513832472346,77.58094941255723,1
UHvHflhMWGpvEzuo,12.926823676619389,77.58184943586507,1
UHvHflhMWGpvEzu,12.925973954751749,77.5815832823657,1
BoJCqoJklxplftqF,13.04119265108171,77.47023634589236,1
BoJCqoJklxplftq,13.041767170437144,77.47074862380704,1
UaNAjlVwovchJv,12.857767444414067,77.55587183813707,1
UaNAjlVmwovchJv,12.857468690240426,77.55611115267352,1
SYgrIhsaCxBHBh,12.925228694522502,77.53493872611567,1
SYgOrIhsaCxBHBh,12.92609060825365,77.53502269361812,1
XbOtjZlbsSqrrYRV,13.092552190651489,77.52968714999449,1
XbOtjZlbsSqrrYR,13.092026407912927,77.53052606656772,1
TAevJytephHIrIRM,13.018302469482109,77.65401141826068,1
TAevJytephHIrIR,13.018549738860244,77.65474959636333,1
lCARbRkAOZNJrMgI,13.027613366078,77.68489832854408,1
lCARbRkAOZNJrMg,13.027580723084014,77.68448847303772,1
YoKsktuOqMWVqm,12.931830959872045,77.60181358849665,1
YoKsBktuOqMWVqm,12.932467281893617,77.60277643791846,1
cdWCGGBLCRmsXsiJ,13.017825132599818,77.46142487924324,1
cdWCGGBLCRmsXsi,13.018632674391602,77.46191952086491,1
aLkNGsfsCEGxqM,12.89941110596687,77.48385649870379,1
XaLkNGsfsCEGxqM,12.898746014598952,77.48390059844728,1
JRqHDdwTdpSwjDsg,13.062836704710431,77.63304182965618,1
JRqHDdwTdpSwjDs,13.0630268656465,77.63275476839551,1
gzvxBpINFCOewtSW,12.886586921706996,77.51896593535352,1
gzvxBpINFCOewtS,12.887309731293186,77.5179682784037,1
cswlTnDcEWpQpxou,12.946662803913044,77.52429071320944,1
cswlTnDcEWpQpxo,12.945680781704962,77.52498337993744,1
lmGZlXHKNgHlXp,12.897650880036393,77.55894320450886,1
ElmGZlXHKNgHlXp,12.898010824914971,77.55808453233558,1
qBuXyESZtjaDGgdK,13.061618582608755,77.49529282379761,1
qBuXyESZtjaDGgd,13.060762269694136,77.49607772181153,1
sYKZWdrZxoANaz,13.057074609648744,77.48350316835973,1
sYKZWdrZxoANlaz,13.05769713750984,77.48279869047447,1
YZOvCiKFJOTQAx,12.888454027097517,77.71967932933043,1
YZOvCiKFJzOTQAx,12.888665316083197,77.72067297345032,1
xPbNQoupguslWG,12.886016688819906,77.58172979047953,1
xPbNQoupgsuslWG,12.885432064219566,77.58194122930924,1
LoZRugDaZMiyUllk,12.926013318837793,77.72910755966402,1
LoZRugDaZMiyUll,12.926114886329207,77.72900641963383,1
oezEyHeDVOrYAFEf,13.01163494305876,77.67431668796388,1
oezEyHeDVOrYAFE,13.011936584735729,77.67344414229838,1
WPZRoaYMTsQMVpup,12.981203081803429,77.54479951511308,1
WPZRoaYMTsQMVpu,12.981457108691185,77.54394671938844,1
DvErJmjgPevlfD,12.923461409718726,77.5895819952991,1
DvErJmjgPeavlfD,12.923313709963468,77.58904970216282,1
nWDUOqdEvnKsWsJB,12.97935839458563,77.72664800846883,1
nWDUOqdEvnKsWsJ,12.979487974148048,77.7267759813553,1
uMXTMKgCKAGzAo,12.932224815594903,77.68792414133316,1
uMXTMKgCKAGzwAo,12.932730400190149,77.68695216019778,1
RyuoYrLbdXCnnKXl,12.9338685666949,77.58169025401905,1
RyuoYrLbdXCnnKX,12.934486567409923,77.58256404478877,1
zhePgiNmiHoHYQ,12.930001257868732,77.49238942189751,1
zhePgiNVmiHoHYQ,12.930339441985293,77.49338718652413,1
JzIqAQKJfpeoDmfT,12.960469669487782,77.56529090475728,1
JzIqAQKJfpeoDmf,12.960512970994516,77.56452283937382,1
EXCPcptWVjQDHDvL,13.00688557209048,77.51718983769025,1
EXCPcptWVjQDHDv,13.007648570666545,77.51736853534277,1
hYsPwzsWDbYgAAnd,13.049048998723936,77.45771223057824,1
hYsPwzsWDbYgAAn,13.048868789146333,77.4572591850741,1
iBirySoxFodbfspi,12.903649874787051,77.52563436623738,1
iBirySoxFodbfsp,12.90283270502096,77.52655160965199,1
foBQznTbOvZwGG,12.916859344014108,77.65687614716701,1
foBQznTbOvZwGGB,12.9160135243753,77.65707709651004,1
BoWRiJHMgVOZyn,12.935532821179532,77.70905832288875,1
BoWRiJHMgVOZynC,12.934809843663912,77.70823792133612,1
JWNIUUseMnaVWvPJ,13.03409997906234,77.54836973357557,1
JWNIUUseMnaVWvP,13.033313769896402,77.54835317134554,1
vmYKIgypQphLue,12.905964997197907,77.70177179439922,1
vmYRKIgypQphLue,12.906154495475825,77.70208383256251,1
tlsRDyenYjfiYbUK,13.063284500984784,77.61589981519023,1
tlsRDyenYjfiYbU,13.06380146830399,77.61535911099156,1
LrEaXBaBUHuFKF,13.0901966188809,77.70630752754191,1
LrEaXBaBUHuFDKF,13.090573725452362,77.70678930030525,1
YQzsmFdVkFjZbU,12.924823268681251,77.61713622125123,1
YQzsmFdVkkFjZbU,12.924612559961144,77.61694440563363,1
inCrzStkJhIHruZW,12.891276205012945,77.52945916736772,1
inCrzStkJhIHruZ,12.891283296529656,77.52901057172971,1
bYMFRKTOMazfyk,13.072256320463248,77.6610249023718,1
bYgMFRKTOMazfyk,13.072240106303129,77.66170721601408,1
FZUkqAuiDMUieX,13.086237301537237,77.50312465644672,1
FZUkqAuiDMUiIeX,13.085665188024974,77.50319989769787,1
YyDnmnQNgNLHbk,13.077114699221312,77.55392082512995,1
YyDnmnQNgNNLHbk,13.0763559134357,77.55329507208381,1
MPkAbjnOmaLVtSAs,12.91570875666308,77.69602333820866,1
MPkAbjnOmaLVtSA,12.915538976714872,77.69536774255083,1
UeWCxnGiQPTgtp,12.912778663820315,77.7267700231178,1
gUeWCxnGiQPTgtp,12.911846453957054,77.72631326573816,1
iToPPNBfTeqcHW,13.02153875407158,77.53953787826526,1
izToPPNBfTeqcHW,13.021119488166278,77.53864401317307,1
YeFzfIhiXuUFhk,13.017533331881992,77.65319778689569,1
YeFzfIhiXAuUFhk,13.017918137439215,77.65418008305215,1
bobAlHgiBzdHqpLi,13.080746316090362,77.61170651122325,1
bobAlHgiBzdHqpL,13.080989419145611,77.61090851682596,1
jFQyLSNyfUKfGL,12.934750268873785,77.5722059110061,1
jFQyLSNyfUKfaGL,12.935488679467792,77.57286926308555,1
HiGoGvomqAAxJi,13.074780846055232,77.5924063595695,1
HiGoGovomqAAxJi,13.074193366854836,77.59234101804455,1
ZYVBgessPydqwf,13.008533760805472,77.66361901833727,1
YZYVBgessPydqwf,13.008460134060677,77.66413822724977,1
uKKGdMpjgQUitw,12.941884837803933,77.71969678234382,1
uKKGdDMpjgQUitw,12.941795176538498,77.7197873410895,1
KLdRHJbVmkUzCy,13.072436994438869,77.48884706414246,1
KLdRHJbBVmkUzCy,13.072393985724856,77.4885398848589,1
HEUYZNhvgbdSvbSM,12.872372393574697,77.5443233684254,1
HEUYZNhvgbdSvbS,12.872320417956518,77.54445018215583,1
phrVvUzQbBpsZrWm,12.993511955219354,77.50033363242599,1
phrVvUzQbBpsZrW,12.992524838985895,77.50104984063324,1
oiWstFxbmBVpQcmN,13.02830805240264,77.54252608254,1
oiWstFxbmBVpQcm,13.028151391756492,77.54216165527444,1
gXzVkoqhkpuiDN,12.954411454606204,77.64633925330276,1
FgXzVkoqhkpuiDN,12.955177725004775,77.64645652469443,1
dlGYsCncTOIbUCWf,12.962772445090788,77.73568404199497,1
dlGYsCncTOIbUCW,12.963406487870826,77.73601477038098,1
mELnBthNCaLGUe,12.972650745910975,77.53251980071236,1
mELynBthNCaLGUe,12.972675820162095,77.5315563467282,1
OcKtYUIhEZfdJIuL,13.091526092564676,77.53338773947198,1
OcKtYUIhEZfdJIu,13.090961532549082,77.53413690965868,1
EfvoTvengDneMC,12.994464758686316,77.64659808766282,1
EfvoTvengDneMlC,12.995014367702746,77.64667406885678,1
xOfoUDWJQRKFFppb,12.961087584109876,77.69436276748918,1
xOfoUDWJQRKFFpp,12.961013648575182,77.69532233883517,1
FOjEfvDZsKhmkTlR,13.079941672339562,77.51776558035097,1
FOjEfvDZsKhmkTl,13.079766230415276,77.5180890627327,1
RLiNSrtMhmhogbNp,13.063285395506282,77.44897584860219,1
RLiNSrtMhmhogbN,13.063893343802514,77.44945010605133,1
KorFCOfAjgYvbA,13.044042658030731,77.63321823976302,1
KorFCOfAjgYjvbA,13.043271438215363,77.63275869552756,1
RYagMaImRyhgBp,13.066674567462035,77.66587774596061,1
RYagMaImRyhgmBp,13.065979752789865,77.66514121817076,1
DivTzOebcLxMnzbw,12.896928443080585,77.51120529645175,1
DivTzOebcLxMnzb,12.896852266255197,77.51143340243038,1
qhCgUkLMhCKyrh,12.901944679995594,77.52863614576692,1
qhCbgUkLMhCKyrh,12.902901256604428,77.52888526089075,1
flqygxfxYkCExX,13.095215938194787,77.47579559432852,1
flqygxfxYkCExvX,13.09493930828154,77.47566734557445,1
QiWUEqkDqKcpvJ,13.060748663248908,77.58589710094938,1
QiWUEqbkDqKcpvJ,13.061078958611333,77.58610803613405,1
urpEUjFxPCabEs,12.999056630347832,77.512630647073,1
urpEUjFxPCabEvs,12.999860068300771,77.51319174081048,1
DpzWspgkbRIWxCAW,13.09336502707892,77.55435614860525,1
DpzWspgkbRIWxCA,13.093203661247015,77.55360657623278,1
DhYAYaiNRddBtI,12.975331894316955,77.57998186943725,1
DhYAYaitNRddBtI,12.974668498376271,77.58001520106545,1
FCIJEmEjzCpfkaSu,13.06195570763222,77.67737800810785,1
FCIJEmEjzCpfkaS,13.062421863008112,77.67655648965392,1
FqyPFvTMAoGaQf,12.957067729055147,77.47089895946667,1
FqyPFvTMAoGaQfe,12.957548237875116,77.47057648523156,1
vMAkTaNyHJYNGH,12.870746033571224,77.72213418000469,1
vMAkTaNyHJYNGHC,12.869964841704086,77.7230912972445,1
HxJLFSQVRESahX,13.035903583140607,77.71012974855256,1
HxJLFSQVRESgahX,13.035409787578333,77.71105495985886,1
VrfRpuzBUMDxjnup,12.995674163579396,77.59376400037469,1
VrfRpuzBUMDxjnu,12.99588543769757,77.59440726788323,1
JrYsUgGRlzTsFe,13.007480941056537,77.67148347202631,1
JrYsUgGRlzTsFce,13.008021904528904,77.67170393913013,1
HhwoXuhbFEDXuZ,12.99526078715054,77.53836273885835,1
HhwoXuJhbFEDXuZ,12.99517508489142,77.53857617814393,1
NuTTnVbCnAFtkQ,12.867388409242098,77.6315959761682,1
NuTTnVbCsnAFtkQ,12.86677553035464,77.63231212551842,1
SLBxdnPXZhVVbc,12.943022080936917,77.45695599051528,1
SLBxdnPXZhCVVbc,12.942079549704088,77.45619683307568,1
QQwiMBOsXKjKkD,12.859610695224015,77.67429463794004,1
QQwiMBOsXKjKkDR,12.858662632806102,77.67339576992164,1
fvKXyyJrqHiURP,12.888521714524977,77.54724393674952,1
fhvKXyyJrqHiURP,12.889311956985456,77.54723408880979,1
LVlSBNxEERIFHbMa,12.917660158196009,77.52775863927067,1
LVlSBNxEERIFHbM,12.916683591993335,77.52818599842746,1
GjnJbQtfRFTZftvl,12.914483096367908,77.56266521562083,1
GjnJbQtfRFTZftv,12.91465789276929,77.56214560286442,1
pqxDWIePiDUCOpVT,12.9134499966782,77.49425564095128,1
pqxDWIePiDUCOpV,12.913487579037568,77.49459993934184,1
sBekKTEtiVjJmwkK,13.052995157644348,77.64586014505738,1
sBekKTEtiVjJmwk,13.053514960017758,77.64509554746418,1
mzyXaIDiahUBmlll,13.082962200565095,77.55984612679788,1
mzyXaIDiahUBmll,13.08359705599434,77.55903282446408,1
puOQmLhHLiEOvB,13.02301250806919,77.5179264934555,1
jpuOQmLhHLiEOvB,13.022680920681143,77.51758777084792,1
qoiLyJBHIgAXOc,12.969776324536449,77.50490134997185,1
qoiVLyJBHIgAXOc,12.969820776953524,77.50550459202441,1
HmqofMelkAMeVZ,13.030698783040586,77.5251860863953,1
HmqofMelkAMeVVZ,13.03125992834487,77.5258723139447,1
qjTnVtTxUoYoREKH,13.070185796203075,77.55014854117415,1
qjTnVtTxUoYoREK,13.069653301674771,77.54966477696242,1
qZcJaoNCkccwFU,13.039263757529978,77.63558529107847,1
qZcJaWoNCkccwFU,13.039489858768896,77.63512626782111,1
opYpQLMQgFVIzakR,13.027626289132067,77.55944800282654,1
opYpQLMQgFVIzak,13.026909076832307,77.5599178698305,1
JxvnSpmsVoAJFF,12.968373450448391,77.53820513056668,1
JxmvnSpmsVoAJFF,12.968109465063971,77.53904928659495,1
iYOQOntLdIiUJWwW,12.875022467980722,77.52545080727535,1
iYOQOntLdIiUJWw,12.874325396181636,77.5262908811676,1
SkZYKkUsNEzIWm,12.954494024386385,77.58831543980116,1
SkZYKkUesNEzIWm,12.95489063925341,77.58775992721449,1
dGdWIMrVPnswAZPp,13.05054485784662,77.68695155813991,1
dGdWIMrVPnswAZP,13.049900430849142,77.68646569364455,1
sKElwdLVnLwjhZEh,12.915839965080629,77.63370275563237,1
sKElwdLVnLwjhZE,12.916718300137974,77.63381620817631,1
UiCTxOPUOjKDzVSv,13.01494697343566,77.50736766689651,1
UiCTxOPUOjKDzVS,13.015815311157189,77.5064565813964,1
KZOuWKDniFQPyYGN,12.941523613066405,77.45155166101104,1
KZOuWKDniFQPyYG,12.942005489949864,77.45136624401472,1
DliYnoziYgRbMm,12.85895701233096,77.67396635346466,1
DliYnoziYTgRbMm,12.859472230122783,77.67395942288005,1
SEndJOAxuyEYlGik,13.090869584462109,77.5373242716602,1
SEndJOAxuyEYlGi,13.091157685371856,77.53718908778134,1
RdVjNqLLaWjSbtNd,12.916218988613483,77.66754385117903,1
RdVjNqLLaWjSbtN,12.916679531920462,77.66754685149168,1
KzIfvPTxurZZysCi,12.882783979777576,77.48912685451123,1
KzIfvPTxurZZysC,12.88192155926852,77.48948074725351,1
JjxehSLQrTtpdTfL,13.033662665776715,77.6865224622835,1
JjxehSLQrTtpdTf,13.033269777021284,77.68666332957568,1
kxFfRCndxbkgRy,12.853558016708522,77.66038369359806,1
kxFfGRCndxbkgRy,12.853649473284865,77.66079930279753,1
XWhuUncPaQxFZJ,13.012935653965982,77.61792260734282,1
XWhuUncPaQDxFZJ,13.012127003201275,77.61696465653306,1
ShcayepooKtuENXF,12.954072492019428,77.56996961254016,1
ShcayepooKtuENX,12.955016172298505,77.5706376341551,1
yDnETDTcakXPjR,12.866123354793952,77.64652201138601,1
yDnETDTFcakXPjR,12.865852808112011,77.64573567673995,1
RgJPNhctVQZgKQRu,13.017379138526543,77.72986670476666,1
RgJPNhctVQZgKQR,13.016911470339068,77.72928217597612,1
ejCQtcUWeEJYLr,13.022814394941411,77.60900243653833,1
ejCQEtcUWeEJYLr,13.021914086053098,77.60940242610195,1
eqrszFwZnuGOfF,12.865073314391928,77.72587765395636,1
eqrszFwZnuGOfFB,12.866006147878576,77.7268513096686,1
iKYYqRWfxMXViyNm,12.905630442995934,77.73077087640463,1
iKYYqRWfxMXViyN,12.90654206416963,77.73156885075352,1
bAmxUvzUBXWGXW,13.059353295416276,77.5218613530745,1
bAmxUvqzUBXWGXW,13.059975739436076,77.52170744469275,1
HIrtTeSlAOZiJL,13.02095228856197,77.56433396441798,1
HTIrtTeSlAOZiJL,13.021362865579306,77.56362039184643,1
ksBcxQKcIKDSqdmA,13.048157231593107,77.6646615275127,1
ksBcxQKcIKDSqdm,13.04766859647699,77.66514358991732,1
EpBWbHmFBtBGau,12.988369055868551,77.70916444747154,1
EpdBWbHmFBtBGau,12.987609846427407,77.70825251218618,1
bkWeKyNOozeUQR,12.862297248449716,77.73549547823492,1
bokWeKyNOozeUQR,12.862582687726023,77.73519455046313,1
yntheIBrUHiqLkwN,13.033235651173245,77.46534578445124,1
yntheIBrUHiqLkw,13.033139261513796,77.46610633996264,1
PlrlygGPjUoPJyzU,12.980837311650683,77.65806270077212,1
PlrlygGPjUoPJyz,12.98120675297451,77.65798929561883,1
JvtckJIQxIzVvHFD,12.988500652698818,77.70256983136925,1
JvtckJIQxIzVvHF,12.98792766609647,77.70327581387565,1
viCdwELFiWmTcCoO,13.010228112453047,77.69298217897035,1
viCdwELFiWmTcCo,13.010587646710842,77.69290510698556,1
kpiJOtuklbWFrP,13.012750908195178,77.57654190061287,1
kVpiJOtuklbWFrP,13.01368191106725,77.57602475445852,1
WCyMdNPxHeywFY,12.976087488160545,77.67403741674363,1
yWCyMdNPxHeywFY,12.975784905986178,77.67405660176033,1
oLjzsQTspioseu,13.00594883394415,77.51914728425972,1
oLjzssQTspioseu,13.005154153732551,77.51971517244783,1
yJzUjiovgwcozKRa,13.08460696647743,77.69486567533797,1
yJzUjiovgwcozKR,13.083857992848955,77.69402077878888,1
DmoEGVGxnBJqzfLE,12.936823347277524,77.55718557879638,1
DmoEGVGxnBJqzfL,12.93757739266472,77.55724204430906,1
DcIgPwwIQXsJMMiV,12.99196300139546,77.61573528375976,1
DcIgPwwIQXsJMMi,12.991920627668106,77.6149647185306,1
vQKtYINpsLRmjoiw,12.863120925468523,77.69866510960895,1
vQKtYINpsLRmjoi,12.862766865297584,77.69868038186048,1
GsfQOFJAwNmHBRDl,12.891354796113031,77.71482671289185,1
GsfQOFJAwNmHBRD,12.8919238615595,77.71483400686463,1
wYEjEaLbQkVMarfU,13.015558554644365,77.61269657407195,1
wYEjEaLbQkVMarf,13.016203719757842,77.61320070584875,1
bdsoSrpXMhTFwp,12.909058384159584,77.60225963500513,1
bdsoSrpXMhTFwBp,12.909258941532936,77.60278778082221,1
QyMRkLclqDvThK,13.063559320302458,77.69463774512867,1
QoyMRkLclqDvThK,13.062686525217966,77.69531362610152,1
kssMnxzknoUrnFnY,13.076402764228304,77.6105013431858,1
kssMnxzknoUrnFn,13.07697524948042,77.61093079847831,1
gwxNKRBtYiYPPKet,12.905882905575826,77.69291068581991,1
gwxNKRBtYiYPPKe,12.906238460002596,77.69204221611335,1
uIRZmQEpyUSyer,13.055369789716694,77.6520131230271,1
VuIRZmQEpyUSyer,13.055844890805156,77.65168234416197,1
DQCGKtjZvLyhOR,13.08888614929555,77.72690168867227,1
DQCGKtjZvcLyhOR,13.088513320853169,77.72676781066322,1
kNRMrIyvyoGSpzel,12.97228583392031,77.51123832436494,1
kNRMrIyvyoGSpze,12.97147314500736,77.5102719905642,1
afAWcqVjjplgSL,12.988922193271865,77.64868033131313,1
GafAWcqVjjplgSL,12.98880106129512,77.64926212239095,1
wOJMIwLaUYvaQQqp,13.080807369663804,77.59986131463947,1
wOJMIwLaUYvaQQq,13.080842426280157,77.59915169981578,1
MXsoMLRlegeewe,12.90912524655707,77.64608513158916,1
MXnsoMLRlegeewe,12.910098399344866,77.64612949186012,1
ASqOhkMPLitAfiNZ,12.930233488918123,77.56459696881036,1
ASqOhkMPLitAfiN,12.930941011503537,77.56540653420383,1
ELFMjDZKiKDkPb,12.910915769031211,77.52711724177506,1
ELFMjDZKiiKDkPb,12.910840403138586,77.52786972078783,1
aqNNlWoCodCLuYdW,12.905160558064898,77.71401084427899,1
aqNNlWoCodCLuYd,12.906143323987928,77.71410430790641,1
xsEHjyAMSLanbYgQ,13.089958061857082,77.51114129717854,1
xsEHjyAMSLanbYg,13.089424549689848,77.51183355679504,1
iHBlwoLYfJsgDLZT,12.854178749083156,77.70449909563578,1
iHBlwoLYfJsgDLZ,12.854149580624243,77.70362795653642,1
iqHWzbFUVbqwhG,12.996768824546452,77.70696259102989,1
iqHWzbFUVbqwUhG,12.996433924125943,77.70747112680547,1
fsdXGxHnHLzUnN,12.93654673206252,77.69050414999316,1
fsdXGxHnHLzUgnN,12.937292172597155,77.69067535403254,1
bDlQrBBlvBsRsF,13.038009856021208,77.44858646584969,1
bDlQrBBlvBsnRsF,13.037850627225406,77.448155970344,1
QmFrnmsOeVrjUG,13.027272768057053,77.47216409069716,1
QmFrnmsOeVrjhUG,13.02694877430667,77.471214455221,1
dtlHxjIDZmWohg,12.980572746174138,77.6938775305894,1
dtlHxjIDZmWVohg,12.98005291163789,77.69435644919821,1
ArLDEMFbJmrTjm,12.96846448662427,77.48094713243772,1
ArLDEMFbJmHrTjm,12.96911887860233,77.4818224483452,1
obbZBObJJvNyfh,12.975005023243206,77.4539852997639,1
obbZBjObJJvNyfh,12.975360982634395,77.45495111396963,1
